x,y,"f(x,y)"
23,18,874.0653584987183
23,19,805.0646970382602
23,20,735.9133829756993
23,21,667.0684395073405
23,22,598.2173904322649
23,23,528.818840167585
23,24,460.0381928422454
23,25,391.0991424490934
23,26,322.04396058575963
23,27,252.89796988669795
23,28,183.999921968915
23,29,115.07816388824429
23,30,45.777809016642415
23,31,-22.968456686424144
23,32,-92.14409926568368
23,33,-161.08719959296423
23,34,-230.03329582933395
23,35,-299.0908327261864
23,36,-367.98502010148127
23,37,-436.95809025980094
23,38,-506.15300445731185
23,39,-574.9609474904169
23,40,-644.0703684068294
23,41,-713.074866234516
23,42,-781.9389702364095
23,43,-851.1345130329336
23,44,-920.048767174487
23,45,-988.874420627205
23,46,-1057.8148422024387
23,47,-1127.0075290793225
23,48,-1195.9465216694289
23,49,-1265.0470161733372
24,1,2231.941507041079
24,2,2160.060236627431
24,3,2087.9547390249963
24,4,2015.955534813199
24,5,1944.00282851347
24,6,1871.9654350122337
24,7,1799.9201613373693
24,8,1727.830529924751
24,9,1655.991644307079
24,10,1583.9659245658286
24,11,1511.9532297225603
24,12,1439.892852562547
24,13,1368.1332351369865
24,14,1295.8732648399807
24,15,1223.7229131499087
24,16,1152.0959174546745
24,17,1079.9843632849777
24,18,1007.9810730728332
24,19,936.1168864572999
24,20,864.0535164006116
24,21,791.9717584829525
24,22,720.0274743368226
24,23,648.169585486559
24,24,575.9512698090133
24,25,503.91842066370214
24,26,432.0390041894921
24,27,359.85390198411534
24,28,287.9914386820749
24,29,216.14604438607205
24,30,144.0730877821479
24,31,71.97506444108227
24,32,0.18118621794253334
24,33,-72.0398074600629
24,34,-144.0321209475189
24,35,-215.84826614622222
24,36,-288.0661992741792
24,37,-360.03668563295
24,38,-432.090020167868
24,39,-503.94742184936536
24,40,-576.0920938673877
24,41,-647.9587900571835
24,42,-719.9937849903538
24,43,-791.9781360719461
24,44,-864.0236667753763
24,45,-935.945943352229
24,46,-1008.1008962618089
24,47,-1080.123660323918
24,48,-1151.8614533800514
24,49,-1224.0429403136434
25,1,2425.063474977532
25,2,2349.8953085274497
25,3,2275.025165610994
25,4,2200.0067934030967
25,5,2125.0810554325667
25,6,2050.06788991767
25,7,1975.0679109921107
25,8,1900.0423041062763
25,9,1825.1047918382742
25,10,1749.8259465492424
25,11,1675.039553952058
25,12,1599.7859068511473
25,13,1525.1820435817024
25,14,1450.211754639893
25,15,1375.0179966565422
25,16,1300.048080443142
25,17,1224.9426165172101
25,18,1149.8658051825828
25,19,1074.9657794451878
25,20,1000.197775147383
25,21,925.1533072345543
25,22,850.0215742933912
25,23,775.0374298985922
25,24,700.0953329627231
25,25,624.908948265114
25,26,550.0659717598172
25,27,475.0973065667393
25,28,399.8913138903925
25,29,324.8988331185302
25,30,250.03651055051066
25,31,175.06836386416768
25,32,99.87496712230741
25,33,25.23844776762363
25,34,-49.9703362167719
25,35,-124.90688838785094
25,36,-200.06092858670465
25,37,-275.0723782239963
25,38,-349.9431957450771
25,39,-425.0143027333786
25,40,-500.10674665940473
25,41,-574.9451802338021
25,42,-650.0486187946849
25,43,-724.8910917636646
25,44,-800.0373939495142
25,45,-874.9275459799882
25,46,-950.0146455456368
25,47,-1024.9188075310803
25,48,-1100.001685149589
25,49,-1175.0292067120333
26,1,2626.098636102637
26,2,2548.144636142715
26,3,2470.0108648476466
26,4,2392.0091794476707
26,5,2314.123329879504
26,6,2235.8896307295363
26,7,2158.0482233137836
26,8,2080.067883077953
26,9,2002.0336635144713
26,10,1923.89330513457
26,11,1846.0620554830582
26,12,1768.1225570786664
26,13,1689.9680049940066
26,14,1611.931927363209
26,15,1533.9502354163603
26,16,1456.0105508943464
26,17,1377.9127960588328
26,18,1300.0384761166267
26,19,1221.9345371473653
26,20,1144.0465286113122
26,21,1065.9613587915103
26,22,988.1298417858814
26,23,910.0559181906716
26,24,831.8458618747629
26,25,753.9394919140188
26,26,676.0303546771935
26,27,597.9450169179303
26,28,520.0207424752964
26,29,441.9725415779601
26,30,364.03558420111176
26,31,285.95171993612087
26,32,208.03273489549338
26,33,130.01890208028868
26,34,51.86443403573879
26,35,-25.756433771449203
26,36,-104.00068473292549
26,37,-182.06036157137967
26,38,-260.2854668857073
26,39,-337.90350605863205
26,40,-416.1267781413393
26,41,-494.13890407970763
26,42,-572.087063811734
26,43,-650.0255521185511
26,44,-728.0522046969556
26,45,-806.025701556303
26,46,-884.0217468743784
26,47,-961.953721610117
26,48,-1040.0466168896671
26,49,-1117.9951042532962
27,1,2835.061079674763
27,2,2754.0809188958356
27,3,2673.099043766201
27,4,2591.960721190624
27,5,2510.822762917216
27,6,2430.0189704185864
27,7,2349.0757340736977
27,8,2268.106282523984
27,9,2187.138492113731
27,10,2105.9737668661855
27,11,2024.9622145489157
27,12,1943.9506872204813
27,13,1862.9299337599955
27,14,1781.9633884174991
27,15,1701.1161764028877
27,16,1620.1924164537597
27,17,1538.979205945622
27,18,1457.8896731259022
27,19,1377.0326845012069
27,20,1296.0595186810815
27,21,1215.0005538289859
27,22,1133.9687098000961
27,23,1052.9012248816225
27,24,972.1373154959826
27,25,890.9054617444617
27,26,809.861116162416
27,27,728.8999645378196
27,28,647.8473980690553
27,29,567.039281472663
27,30,485.95654128772543
27,31,405.0779463349029
27,32,324.0204177842853
27,33,243.10480624433106
27,34,161.9668543481838
27,35,80.97157084765517
27,36,0.04081456439579399
27,37,-80.92220192579833
27,38,-161.8679334220213
27,39,-242.98023524676194
27,40,-323.81538655401005
27,41,-405.1302138579359
27,42,-486.00649661337565
27,43,-567.1098151340948
27,44,-648.08606505028
27,45,-728.926526441694
27,46,-809.9840754897084
27,47,-891.0176618927936
27,48,-972.0283196838118
27,49,-1053.1323492300771
28,1,3052.10947357903
28,2,2967.9339027272667
28,3,2883.935748368511
28,4,2800.0487499068877
28,5,2715.983512622303
28,6,2632.1654556081785
28,7,2547.991204465994
28,8,2463.9892700169225
28,9,2380.1634108654926
28,10,2295.9641874158315
28,11,2211.869752295697
28,12,2127.9343061033373
28,13,2043.9401376470353
28,14,1960.0449812028596
28,15,1876.0652703003711
28,16,1791.818785166851
28,17,1708.0512413677784
28,18,1623.8736585428944
28,19,1539.9904214141252
28,20,1455.8642881942787
28,21,1371.8726514586554
28,22,1287.9179592605415
28,23,1203.9374426849654
28,24,1119.9840935279003
28,25,1036.0502029524748
28,26,952.1353727930115
28,27,867.8427691156763
28,28,784.0503228497702
28,29,699.8464176730536
28,30,615.9877624489192
28,31,531.9207551814103
28,32,447.7927760205175
28,33,363.9250349065099
28,34,279.92709153469906
28,35,195.99290337572774
28,36,111.96748111130186
28,37,28.030017382886722
28,38,-55.98646304579031
28,39,-139.98382353471396
28,40,-224.00897584748043
28,41,-307.895134332936
28,42,-392.01999774552604
28,43,-475.9597900011624
28,44,-559.9359470540776
28,45,-644.1349800306103
28,46,-728.0161428937918
28,47,-811.8802126940345
28,48,-896.1277879645264
28,49,-980.0589443810264
29,1,3276.991576184182
29,2,3189.764406530496
29,3,3103.170423318205
29,4,3015.983168222498
29,5,2928.9529722221564
29,6,2841.995648701569
29,7,2755.025831185785
29,8,2668.107385334824
29,9,2581.096238274284
29,10,2494.027919047936
29,11,2406.9195071358886
29,12,2319.9416275247863
29,13,2232.8530552752677
29,14,2146.0008395500467
29,15,2058.7372133340536
29,16,1972.017383490611
29,17,1884.9244192844394
29,18,1798.2112620187625
29,19,1710.8939104832211
29,20,1623.9659960531133
29,21,1536.9057578363152
29,22,1449.992537963834
29,23,1362.9718680957155
29,24,1276.0273989752702
29,25,1189.0746412564997
29,26,1102.0116372540658
29,27,1014.9565277543788
29,28,928.1059095707245
29,29,840.8981529214365
29,30,754.0693124306142
29,31,667.1150243227363
29,32,580.0877908867168
29,33,492.8672258867457
29,34,405.9626344843695
29,35,319.06144777118743
29,36,231.9840382913385
29,37,144.77555942766
29,38,58.10208119238215
29,39,-29.096337186271327
29,40,-116.0850045102316
29,41,-202.88458891907268
29,42,-290.1875766025779
29,43,-376.9733559042355
29,44,-463.94355108010706
29,45,-551.177482929273
29,46,-637.8411051090637
29,47,-724.9576576785885
29,48,-812.2944444748382
29,49,-898.7813890354911
30,1,3509.925182950542
30,2,3420.0435587485263
30,3,3329.918056362544
30,4,3239.9490694955166
30,5,3149.934001355589
30,6,3060.0743027353506
30,7,2970.031579082287
30,8,2880.0099352407897
30,9,2789.915393233354
30,10,2700.1439589504603
30,11,2610.0418944056905
30,12,2520.1258007469737
30,13,2430.026795637198
30,14,2339.885216800029
30,15,2250.058588571787
30,16,2160.078267764102
30,17,2069.880348104573
30,18,1979.8247270126524
30,19,1889.8719347058561
30,20,1799.876987414936
30,21,1710.0968619263033
30,22,1619.9412599664531
30,23,1530.0706701547933
30,24,1439.883540815518
30,25,1350.1085967082417
30,26,1260.066515441393
30,27,1170.0284755034338
30,28,1079.926386745996
30,29,989.9741781816068
30,30,900.0340628979958
30,31,810.0244608562056
30,32,720.1150938181615
30,33,629.917910487769
30,34,539.9050710330675
30,35,449.71826336483
30,36,359.9726780787601
30,37,269.74259053804934
30,38,180.12881751442242
30,39,90.07712817260443
30,40,-0.1038064935301246
30,41,-90.0332635569324
30,42,-179.95985383108484
30,43,-269.7983245441161
30,44,-360.14695425464106
30,45,-449.94502292501903
30,46,-539.918170012884
30,47,-629.7895301130096
30,48,-720.104070115852
30,49,-810.0339199242144
31,1,3751.0059697604265
31,2,3658.0796230428105
31,3,3565.113325396471
31,4,3471.918835368467
31,5,3379.101020574631
31,6,3285.9828128392064
31,7,3193.2023044113616
31,8,3099.8322506288214
31,9,3006.8671730332658
31,10,2913.8932325965375
31,11,2820.9674327304815
31,12,2728.001896765495
31,13,2634.914052459124
31,14,2542.0188412676953
31,15,2449.010322497492
31,16,2356.029801943338
31,17,2262.986897717988
31,18,2169.985891827826
31,19,2077.045551426413
31,20,1983.7461461415935
31,21,1890.9950329451028
31,22,1797.989923164641
31,23,1705.0546577086668
31,24,1612.0114848881742
31,25,1519.0296804970708
31,26,1426.015059307145
31,27,1333.1673957902108
31,28,1239.9839398809686
31,29,1146.8683883340727
31,30,1054.0273675978763
31,31,960.8853738227593
31,32,868.143996892399
31,33,775.0800918896749
31,34,681.9402996061979
31,35,588.8745001305789
31,36,495.98826460607245
31,37,402.8300042063592
31,38,310.00876819597386
31,39,216.9827681238964
31,40,123.84492448904366
31,41,30.89434562018426
31,42,-61.99749201278635
31,43,-155.15318350101714
31,44,-248.03737400291547
31,45,-341.08766847931935
31,46,-433.95519558928737
31,47,-527.1403980539488
31,48,-619.883979362169
31,49,-712.9729868131102
32,1,4000.0332104266295
32,2,3903.9132332838944
32,3,3808.0976840682565
32,4,3712.1646191719274
32,5,3615.995598428189
32,6,3520.041022720442
32,7,3423.964730370294
32,8,3328.1054112163074
32,9,3232.012515460534
32,10,3135.9749942661188
32,11,3040.007431194386
32,12,2944.1259428742965
32,13,2848.031433680122
32,14,2751.975754348658
32,15,2655.9598967403367
32,16,2560.001588792233
32,17,2463.8425587072725
32,18,2367.947797290644
32,19,2272.013197753013
32,20,2176.100566957447
32,21,2080.0710422944117
32,22,1984.0132614619708
32,23,1888.0740398203513
32,24,1792.0438352617007
32,25,1695.9989724878162
32,26,1599.8884651450232
32,27,1504.1184005365014
32,28,1408.0248491475588
32,29,1311.9318794686094
32,30,1215.9391923442704
32,31,1119.8126781591939
32,32,1023.9354553714775
32,33,928.0778829821221
32,34,832.0515637364865
32,35,735.8368730612356
32,36,639.851654741863
32,37,543.8947146146027
32,38,447.97198717427705
32,39,351.9735641569107
32,40,256.21828511493106
32,41,159.95268188321697
32,42,63.99051922862641
32,43,-31.982694316487347
32,44,-128.05990899815023
32,45,-224.11594953294454
32,46,-319.9977498811311
32,47,-415.9758373452553
32,48,-511.83014581217117
32,49,-608.0048992408957
33,1,4256.939088922746
33,2,4157.942446338755
33,3,4059.1058277242055
33,4,3959.998393441858
33,5,3860.9867319554287
33,6,3762.0767529683862
33,7,3663.126990834891
33,8,3563.995009211071
33,9,3464.939027275514
33,10,3365.884890765091
33,11,3266.9712415100194
33,12,3168.1473742560656
33,13,3069.2700168063743
33,14,2969.9631142005974
33,15,2871.02527872619
33,16,2771.8031447464205
33,17,2672.990751799653
33,18,2573.9445465209624
33,19,2474.9528211924917
33,20,2376.09930766849
33,21,2276.792534324808
33,22,2178.0805785609205
33,23,2079.0968201008814
33,24,1979.971104130536
33,25,1881.0525426480397
33,26,1781.911507124595
33,27,1683.0272393649343
33,28,1584.1098227350044
33,29,1484.962367478123
33,30,1385.8065131994338
33,31,1287.0409757096959
33,32,1187.7927224258763
33,33,1089.0468574567426
33,34,989.8500766669374
33,35,891.056625140462
33,36,792.054800734143
33,37,692.9208728449281
33,38,594.0041475658948
33,39,495.01131323462266
33,40,395.75516480428905
33,41,296.8685903239184
33,42,198.03730155568616
33,43,98.93634756145146
33,44,0.09307750055803311
33,45,-98.87968347844065
33,46,-198.05013258424478
33,47,-297.16935026646905
33,48,-395.97318251860435
33,49,-494.9312337620489
34,1,4522.015267326493
34,2,4419.880225791086
34,3,4317.965957602436
34,4,4215.992517511496
34,5,4114.240687215931
34,6,4012.10583007165
34,7,3910.0926418951876
34,8,3808.183820729041
34,9,3706.096152721493
34,10,3604.0222275453243
34,11,3502.0601436145707
34,12,3399.8996330344576
34,13,3298.0244306098543
34,14,3195.843235332274
34,15,3093.9536637959845
34,16,2992.174622321263
34,17,2890.0805557704143
34,18,2788.163507000526
34,19,2685.9244527327783
34,20,2583.850197144209
34,21,2481.966897547952
34,22,2380.0656730814485
34,23,2277.758029988348
34,24,2176.0017646370334
34,25,2074.0407454950923
34,26,1971.9128813668972
34,27,1869.954885338526
34,28,1768.1390073459816
34,29,1665.9871114805626
34,30,1563.9345030098855
34,31,1461.8388712349063
34,32,1359.8930656421167
34,33,1257.947862101543
34,34,1155.9686534227462
34,35,1054.161850402353
34,36,951.9436473271674
34,37,849.9114329949596
34,38,747.9804623417857
34,39,645.9281240166979
34,40,543.9576253003829
34,41,441.9900317713908
34,42,340.1384574806969
34,43,237.8387037802514
34,44,136.03575390529497
34,45,34.1751684058024
34,46,-67.89446798347065
34,47,-169.94927269754913
34,48,-272.10318086022824
34,49,-373.9983875764731
35,1,4795.044862395632
35,2,4689.883418547143
35,3,4584.910559280738
35,4,4479.8026601182055
35,5,4375.0273488747625
35,6,4269.97529338864
35,7,4164.970472222648
35,8,4059.9264953870756
35,9,3955.0971072129773
35,10,3850.05998957725
35,11,3744.942633763984
35,12,3639.991544840563
35,13,3534.9285620932947
35,14,3429.8811633496853
35,15,3324.9374878297144
35,16,3219.9844339987785
35,17,3114.915256521977
35,18,3010.0616396200303
35,19,2904.9580912977945
35,20,2799.728747140207
35,21,2694.860440687193
35,22,2590.09282886698
35,23,2485.0240086837325
35,24,2380.189623856889
35,25,2275.066451415937
35,26,2169.9935274059135
35,27,2064.998495286417
35,28,1960.0562193741998
35,29,1854.9310647499656
35,30,1749.7953745923583
35,31,1644.9411843093976
35,32,1540.0796179265624
35,33,1434.9923258068059
35,34,1329.896277248487
35,35,1224.8801769165316
35,36,1120.0459010072204
35,37,1015.0633236156863
35,38,910.0789695911573
35,39,804.929595872507
35,40,699.8910770346349
35,41,594.9135044892138
35,42,489.9439297074112
35,43,385.17739420395236
35,44,280.11398745369337
35,45,175.17837092003754
35,46,69.9119325836862
35,47,-35.06728065016209
35,48,-140.19064480923555
35,49,-244.9381811190284
36,1,5075.858585586466
36,2,4967.939442816951
36,3,4859.989629492749
36,4,4752.002230380451
36,5,4643.920000573867
36,6,4536.146492112108
36,7,4428.126532162085
36,8,4320.039545627963
36,9,4212.098873284564
36,10,4104.000334590616
36,11,3995.9706677473137
36,12,3887.9009766075524
36,13,3779.8631063065313
36,14,3671.90652233583
36,15,3564.167999634298
36,16,3456.0362699586326
36,17,3348.0476506870386
36,18,3240.0118310770135
36,19,3131.872072624088
36,20,3023.8770992724253
36,21,2915.990998930695
36,22,2807.932358573537
36,23,2699.991066419392
36,24,2591.837019220328
36,25,2484.025045212956
36,26,2376.021668109582
36,27,2267.9498009688396
36,28,2159.849491281894
36,29,2051.6918296791587
36,30,1943.9174581555244
36,31,1835.9456772853866
36,32,1727.9818547725679
36,33,1619.9486799265553
36,34,1512.1139145688264
36,35,1404.1890575737066
36,36,1296.055234050741
36,37,1187.9673872778533
36,38,1079.9395579283866
36,39,972.0460547466607
36,40,864.0752687069356
36,41,755.9302783478195
36,42,647.8708836897483
36,43,540.2044209497184
36,44,432.04197010823
36,45,323.94358199508656
36,46,216.0744102355566
36,47,108.03678428130901
36,48,-0.079233850942359
36,49,-107.90334109331214
37,1,5364.91078959379
37,2,5254.113854551665
37,3,5142.758898943021
37,4,5031.962230356121
37,5,4921.091009950841
37,6,4809.963691090625
37,7,4698.874312592069
37,8,4588.055191046062
37,9,4477.035292360798
37,10,4365.977212804547
37,11,4255.110168037211
37,12,4143.923145394316
37,13,4032.9784603658345
37,14,3922.017319924046
37,15,3810.987528148242
37,16,3699.9391136854815
37,17,3589.006178792873
37,18,3477.9395322626538
37,19,3367.09679837094
37,20,3256.0126006083037
37,21,3144.8773154758314
37,22,3033.887743047753
37,23,2923.112697464492
37,24,2812.0265370640095
37,25,2701.049651116041
37,26,2589.9632969575728
37,27,2478.9492019076915
37,28,2368.119962403752
37,29,2256.8965808294674
37,30,2145.859420787436
37,31,2035.133613414497
37,32,1923.994167535325
37,33,1812.991971666196
37,34,1702.0707338524062
37,35,1590.9311272754417
37,36,1479.9950235882786
37,37,1369.1115645772998
37,38,1258.188190729375
37,39,1147.2324910379914
37,40,1035.9363293844726
37,41,925.0740868078556
37,42,814.0879518671117
37,43,702.9843564426088
37,44,591.9479000913775
37,45,481.0510858252841
37,46,369.91366161896013
37,47,258.80358560274317
37,48,147.90543543810801
37,49,37.17931514091061
38,1,5661.788371117986
38,2,5547.836217508948
38,3,5433.968603659051
38,4,5319.939329150854
38,5,5206.029852076467
38,6,5091.964323200477
38,7,4978.129568187751
38,8,4864.113457007648
38,9,4749.985045412151
38,10,4635.985115335591
38,11,4521.985727692334
38,12,4407.99536429113
38,13,4294.3056567374315
38,14,4180.146385834775
38,15,4065.9737367039675
38,16,3952.207927770888
38,17,3837.903354288272
38,18,3724.003873003196
38,19,3609.9183149643727
38,20,3496.033208042094
38,21,3381.845122170791
38,22,3268.0084205445496
38,23,3153.9454678501056
38,24,3039.8366173846516
38,25,2926.0861502443954
38,26,2812.007165609893
38,27,2698.097255693206
38,28,2583.9212298030225
38,29,2470.042873699207
38,30,2356.0979563451165
38,31,2242.0232436924857
38,32,2127.971832497545
38,33,2014.0215959074683
38,34,1899.904201182497
38,35,1785.8879838696419
38,36,1671.9705670070334
38,37,1558.1154863085317
38,38,1443.9291446720072
38,39,1329.947860416533
38,40,1216.2957852548195
38,41,1101.9657414311682
38,42,988.1900172935137
38,43,874.1681527581712
38,44,760.0346989231475
38,45,645.9643199246832
38,46,531.8947976219058
38,47,417.8877228353897
38,48,304.0846214527033
38,49,190.00384461601584
39,1,5967.124917092665
39,2,5849.909070350126
39,3,5732.950749026768
39,4,5615.963200905677
39,5,5499.021882282664
39,6,5382.023883138911
39,7,5265.134466452794
39,8,5148.109547337584
39,9,5030.824329991054
39,10,4913.884466329084
39,11,4797.072442971409
39,12,4680.069450145571
39,13,4563.01091746735
39,14,4445.962596169471
39,15,4329.064948350395
39,16,4212.091636017591
39,17,4095.1093463064103
39,18,3978.056054413949
39,19,3860.917638248013
39,20,3744.0337072254965
39,21,3626.9126609790255
39,22,3509.984910211924
39,23,3392.874228127184
39,24,3276.026420235457
39,25,3159.122360138859
39,26,3042.0776583815655
39,27,2925.0950599061307
39,28,2807.8935058856664
39,29,2691.071366979899
39,30,2574.0567370662393
39,31,2456.9924391599434
39,32,2340.101408428124
39,33,2223.096784588904
39,34,2106.082185890617
39,35,1989.1939347252085
39,36,1872.1050504632494
39,37,1755.0494578809523
39,38,1637.9447294111371
39,39,1520.9031043210286
39,40,1403.9350072721759
39,41,1287.0868228427817
39,42,1169.9822784171106
39,43,1052.8058095037272
39,44,936.115878687469
39,45,818.9980153559225
39,46,702.0237891011725
39,47,585.1312933221424
39,48,467.9986106943204
39,49,350.8987491202328
40,1,6279.980133274717
40,2,6160.076024889308
40,3,6039.873270445016
40,4,5919.849463259658
40,5,5800.045829478637
40,6,5679.901142640598
40,7,5559.950630201189
40,8,5440.036311847382
40,9,5319.900800264219
40,10,5199.890871474126
40,11,5079.940307480302
40,12,4959.921683540747
40,13,4840.044200976481
40,14,4719.83778997027
40,15,4600.08113713309
40,16,4480.030213460845
40,17,4360.181166060604
40,18,4240.133739646564
40,19,4119.894080354991
40,20,4000.1773623845943
40,21,3880.0268214844814
40,22,3759.9041893828094
40,23,3640.1491328433463
40,24,3520.107957560417
40,25,3400.182542275442
40,26,3280.0500235279646
40,27,3159.977629395459
40,28,3039.945365440119
40,29,2919.9508712280126
40,30,2799.975655935683
40,31,2680.0517682456207
40,32,2560.0588256412334
40,33,2439.9562919047667
40,34,2320.1568011375134
40,35,2199.9438978820313
40,36,2080.1377326049055
40,37,1960.1217887986272
40,38,1839.9719180693814
40,39,1720.028637464069
40,40,1600.067595537747
40,41,1480.189331869807
40,42,1359.9736702989715
40,43,1240.0216440514234
40,44,1119.9985810484682
40,45,999.9070122160193
40,46,880.1035700188177
40,47,760.0283815515529
40,48,640.2707261088635
40,49,520.1121720187969
41,1,6600.943420535779
41,2,6478.056953417323
41,3,6355.069362597458
41,4,6231.8524050246515
41,5,6108.944673263298
41,6,5985.993710495456
41,7,5863.034094955003
41,8,5739.858506407112
41,9,5616.981171108369
41,10,5493.962704217467
41,11,5370.989845181092
41,12,5248.097491722797
41,13,5125.004566148567
41,14,5001.987212348854
41,15,4879.05338405629
41,16,4756.187261919702
41,17,4632.887008528875
41,18,4509.9342337367425
41,19,4386.872807375341
41,20,4264.154736852361
41,21,4140.902614312809
41,22,4017.9913684945864
41,23,3894.8190868107818
41,24,3772.0020798925184
41,25,3648.8700545312468
41,26,3525.8809604107983
41,27,3403.0687900728867
41,28,3280.022636733091
41,29,3157.0161282097574
41,30,3034.0454250361413
41,31,2910.947071371982
41,32,2787.8636653655294
41,33,2664.9134771611634
41,34,2542.2101992136445
41,35,2418.954475742875
41,36,2295.931307255814
41,37,2172.881509446182
41,38,2050.078873442206
41,39,1927.0669709323884
41,40,1804.003581475199
41,41,1680.9029522869137
41,42,1558.1378969284424
41,43,1434.8847290164451
41,44,1311.8500429782712
41,45,1189.0832511367414
41,46,1066.0986930593
41,47,942.957644064157
41,48,820.0659451281299
41,49,696.9713113614152
42,1,6929.937502570621
42,2,6804.0793536061165
42,3,6677.991031426438
42,4,6552.20278670358
42,5,6426.033597626422
42,6,6300.06184419054
42,7,6173.993068268826
42,8,6047.864278711799
42,9,5921.993293380326
42,10,5795.857039730925
42,11,5670.000744969941
42,12,5544.042077239619
42,13,5417.867017703378
42,14,5291.898969560232
42,15,5166.076594794983
42,16,5040.02578107503
42,17,4914.105432045699
42,18,4787.978222648216
42,19,4662.096422013568
42,20,4535.985293180628
42,21,4410.150881422532
42,22,4284.0808471831915
42,23,4157.92412537376
42,24,4031.9294830620406
42,25,3906.0007259106587
42,26,3780.2108675066224
42,27,3653.982192340193
42,28,3527.993289659539
42,29,3401.9763038126193
42,30,3275.9065911244406
42,31,3150.0164757305665
42,32,3024.016874931548
42,33,2897.9458913689396
42,34,2772.031765056772
42,35,2646.1280380821477
42,36,2519.8505035702087
42,37,2394.0650219907952
42,38,2268.001212655045
42,39,2142.012753987159
42,40,2016.0206522155765
42,41,1889.9661017632748
42,42,1763.9355527803432
42,43,1637.9471933739105
42,44,1511.9607578978607
42,45,1386.1081384392548
42,46,1259.9499509300688
42,47,1133.945856690154
42,48,1007.8606844611799
42,49,881.9845965761002
43,1,7266.865288438098
43,2,7138.110150238845
43,3,7008.992846852824
43,4,6879.944280234218
43,5,6750.944159374397
43,6,6622.1770798773605
43,7,6492.968254217174
43,8,6364.0096806797865
43,9,6235.028351098439
43,10,6105.992101625402
43,11,5976.8535866875
43,12,5847.916678916087
43,13,5718.97463211544
43,14,5590.111622289524
43,15,5460.996394786425
43,16,5331.991417675307
43,17,5203.103015997999
43,18,5073.904823294834
43,19,4944.949848306097
43,20,4816.149800041461
43,21,4686.984074730251
43,22,4558.128088026837
43,23,4429.006030652587
43,24,4299.926881672048
43,25,4171.004150359192
43,26,4041.8993389522147
43,27,3913.0140271979744
43,28,3784.028086875065
43,29,3655.190470226441
43,30,3526.0583131700546
43,31,3396.9309277767507
43,32,3268.013352742296
43,33,3138.926582278896
43,34,3010.0508607480456
43,35,2880.932663369606
43,36,2752.064131427272
43,37,2622.9377309620304
43,38,2493.985154957616
43,39,2364.919641753
43,40,2235.8857542151627
43,41,2106.9209729931154
43,42,1977.9160778757757
43,43,1848.9762234264638
43,44,1719.9105499581813
43,45,1591.0480299522992
43,46,1462.0006258776664
43,47,1332.8193793455976
43,48,1203.8462224805553
43,49,1074.9278767731744
44,1,7611.921903805566
44,2,7480.110778006413
44,3,7347.905835759849
44,4,7215.948484007814
44,5,7084.04712057235
44,6,6952.106899309581
44,7,6820.148038040306
44,8,6687.971516698492
44,9,6556.185826560367
44,10,6423.98634268923
44,11,6291.881504274367
44,12,6159.872297480772
44,13,6028.010851059076
44,14,5896.096669942241
44,15,5764.086281327925
44,16,5632.125632307443
44,17,5500.122513629436
44,18,5368.091166168617
44,19,5236.006536460445
44,20,5103.859697136183
44,21,4972.0628112976365
44,22,4839.920941947574
44,23,4708.026225362734
44,24,4576.17124798663
44,25,4443.828346910576
44,26,4312.023615534566
44,27,4180.014372392789
44,28,4047.8941406992685
44,29,3915.98834210138
44,30,3784.095255625124
44,31,3652.05485849009
44,32,3519.8949814940815
44,33,3387.8474475675657
44,34,3256.1142378094696
44,35,3124.0992947825284
44,36,2991.985606927408
44,37,2859.8537068341216
44,38,2728.0093319970815
44,39,2596.0503477969482
44,40,2464.1760277445987
44,41,2331.981920061897
44,42,2200.0532000298113
44,43,2067.8860378210734
44,44,1936.0209189872805
44,45,1804.0530646102816
44,46,1672.1099867592643
44,47,1540.0560155543965
44,48,1408.0556510091508
44,49,1276.1108254518178
45,1,7964.9237380919885
45,2,7829.944911469166
45,3,7694.972371839901
45,4,7560.105006633906
45,5,7425.042331253748
45,6,7289.890500720438
45,7,7155.004361569379
45,8,7019.956919366054
45,9,6885.118103749959
45,10,6749.962662136428
45,11,6614.9126018417965
45,12,6479.932769392301
45,13,6345.0019374553
45,14,6209.903835105756
45,15,6074.779584749937
45,16,5940.007701894753
45,17,5804.910594271871
45,18,5669.884850524119
45,19,5534.976523791205
45,20,5400.142603374327
45,21,5265.036250071853
45,22,5130.081702736626
45,23,4995.037191891775
45,24,4860.04018329981
45,25,4724.8970841688515
45,26,4590.047318739296
45,27,4454.928093005283
45,28,4320.159663198649
45,29,4185.044502337329
45,30,4050.0734337619238
45,31,3915.0360677699136
45,32,3779.981154730692
45,33,3645.02525454461
45,34,3510.1360375784893
45,35,3375.0529142763444
45,36,3239.8168889430135
45,37,3104.930035872947
45,38,2970.1360463303463
45,39,2834.9208930374257
45,40,2699.994046547469
45,41,2564.9348475677757
45,42,2429.989921319451
45,43,2294.909516819834
45,44,2160.0801738423634
45,45,2024.9774095455289
45,46,1889.9232201718082
45,47,1755.1461264652453
45,48,1620.0849060477046
45,49,1485.0859437805184
46,1,8326.088005992144
46,2,8188.060665752461
46,3,8050.02431840214
46,4,7912.085597022202
46,5,7774.157024316683
46,6,7636.035221222847
46,7,7498.0025620850565
46,8,7359.982390197296
46,9,7221.9605168199205
46,10,7083.893426792434
46,11,6945.990058759555
46,12,6807.966632972786
46,13,6670.058659873915
